airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Pearl Air,2019-05-09,Lahore,Quetta,07:00:00,09:40:00,160,0.0,No Info,4668
Serene Air,2019-06-06,Islamabad,Rahim Yar Khan,10:00:00,01:30:00,930,1.0,No Info,13377
Pakistan International Airlines,2019-05-01,Lahore,Quetta,08:20:00,11:20:00,180,0.0,No Info,7229
Serene Air,2019-06-12,Islamabad,Rahim Yar Khan,08:00:00,21:00:00,780,1.0,No Info,7408
AIR Blue,2019-04-27,Islamabad,Rahim Yar Khan,05:15:00,06:50:00,1535,1.0,No Info,6587
Pakistan International Airlines,2019-06-06,Islamabad,Rahim Yar Khan,19:15:00,04:25:00,550,1.0,No Info,14714
Shaheen Airline,2019-03-27,Faisalabad,Islamabad,13:20:00,15:35:00,135,0.0,No Info,3384
Pearl Air,2019-03-03,Lahore,Peshawar,21:10:00,00:05:00,175,0.0,No Info,7608
Shaheen Airline,2019-06-03,Islamabad,Rahim Yar Khan,04:55:00,21:00:00,965,1.0,No Info,6838
Shaheen Airline,2019-06-01,Quetta,Lahore,22:15:00,00:50:00,155,0.0,No Info,4804
Pakistan International Airlines,2019-03-15,Lahore,Peshawar,08:55:00,08:15:00,1400,1.0,In-flight meal not included,10405
Serene Air,2019-04-09,Islamabad,Rahim Yar Khan,08:30:00,19:00:00,630,1.0,No Info,10877
Askari Air lines,2019-03-12,Faisalabad,Islamabad,08:20:00,10:35:00,135,0.0,No Info,6300
Pearl Air,2019-03-01,Lahore,Peshawar,06:40:00,21:55:00,915,1.0,No Info,18387
AIR Blue,2019-03-09,Lahore,Peshawar,10:30:00,21:25:00,655,2.0,No Info,9586
AIR Blue,2019-05-18,Quetta,Lahore,16:45:00,21:05:00,1700,1.0,No Info,7872
Pakistan International Airlines,2019-04-01,Quetta,Lahore,20:25:00,15:05:00,1120,1.0,No Info,11467
Pakistan International Airlines,2019-05-27,Islamabad,Rahim Yar Khan,22:50:00,04:25:00,335,1.0,In-flight meal not included,12898
AIR Blue,2019-06-27,Islamabad,Rahim Yar Khan,20:15:00,19:15:00,1380,2.0,No Info,13591
Princely Jets,2019-05-27,Islamabad,Rahim Yar Khan,07:55:00,13:25:00,330,1.0,No Info,6451
Pearl Air,2019-03-06,Peshawar,Sukkur,07:30:00,09:25:00,1555,1.0,No Info,12395
Pakistan International Airlines,2019-05-01,Quetta,Lahore,08:25:00,16:20:00,475,1.0,In-flight meal not included,10844
Shaheen Airline,2019-06-09,Quetta,Lahore,21:00:00,02:15:00,315,1.0,No Info,6911
AIR Blue,2019-05-09,Quetta,Lahore,16:45:00,08:55:00,970,2.0,No Info,13227
Askari Air lines,2019-03-21,Peshawar,Sukkur,13:10:00,14:30:00,80,0.0,No Info,3173
Pakistan International Airlines,2019-06-03,Islamabad,Rahim Yar Khan,16:00:00,19:00:00,1620,1.0,In-flight meal not included,10262
Pakistan International Airlines,2019-05-01,Quetta,Lahore,16:30:00,22:35:00,365,1.0,No Info,14781
Pakistan International Airlines,2019-03-24,Quetta,Lahore,21:10:00,18:10:00,1260,1.0,In-flight meal not included,10031
Pakistan International Airlines,2019-06-01,Islamabad,Rahim Yar Khan,07:05:00,12:35:00,330,1.0,No Info,16079
Star Air Aviation,2019-05-03,Lahore,Quetta,11:40:00,14:30:00,170,0.0,No Info,3898
Pakistan International Airlines,2019-05-06,Islamabad,Rahim Yar Khan,05:30:00,04:25:00,1375,2.0,No Info,15129
Serene Air,2019-05-27,Islamabad,Rahim Yar Khan,07:30:00,21:00:00,810,1.0,No Info,8475
Pakistan International Airlines,2019-03-21,Islamabad,Rahim Yar Khan,09:40:00,04:25:00,2565,2.0,No Info,12819
Shaheen Airline,2019-03-03,Lahore,Peshawar,07:10:00,10:05:00,175,0.0,No Info,6860
Pakistan International Airlines,2019-05-09,Lahore,Quetta,18:55:00,22:00:00,185,0.0,No Info,7229
Pearl Air,2019-05-15,Lahore,Quetta,19:30:00,22:15:00,165,0.0,No Info,4878
AIR Blue,2019-03-24,Quetta,Lahore,09:10:00,07:55:00,1365,2.0,No Info,15187
Pakistan International Airlines,2019-03-06,Islamabad,Rahim Yar Khan,19:45:00,19:45:00,1440,1.0,No Info,17024
AIR Blue,2019-06-12,Quetta,Lahore,17:30:00,20:25:00,1615,1.0,No Info,10203
AIR Blue,2019-03-06,Peshawar,Sukkur,05:05:00,16:55:00,710,2.0,No Info,16697
Pakistan International Airlines,2019-06-12,Islamabad,Rahim Yar Khan,05:30:00,04:25:00,1375,2.0,No Info,13292
Pakistan International Airlines,2019-05-06,Quetta,Lahore,08:25:00,16:20:00,475,1.0,In-flight meal not included,10844
AIR Blue,2019-03-21,Islamabad,Rahim Yar Khan,06:50:00,19:15:00,2185,2.0,No Info,10756
Pakistan International Airlines,2019-03-09,Lahore,Peshawar,08:55:00,10:45:00,1550,1.0,In-flight meal not included,11087
Askari Air lines,2019-05-27,Islamabad,Rahim Yar Khan,17:55:00,22:50:00,295,1.0,No Info,5673
Pakistan International Airlines,2019-05-09,Islamabad,Rahim Yar Khan,09:40:00,19:00:00,560,2.0,No Info,15129
AIR Blue,2019-06-24,Peshawar,Sukkur,21:05:00,22:25:00,80,0.0,No Info,3100
Shaheen Airline,2019-05-09,Islamabad,Rahim Yar Khan,17:10:00,01:30:00,500,1.0,No Info,8330
Pakistan International Airlines,2019-05-01,Quetta,Lahore,14:05:00,08:15:00,1090,1.0,No Info,13941
Pakistan International Airlines,2019-05-12,Quetta,Lahore,20:25:00,09:45:00,800,1.0,No Info,14151
Pakistan International Airlines,2019-06-27,Islamabad,Rahim Yar Khan,08:10:00,12:35:00,1705,2.0,No Info,14300
AIR Blue,2019-05-21,Islamabad,Rahim Yar Khan,18:45:00,19:15:00,1470,2.0,No Info,12257
Pakistan International Airlines,2019-06-27,Islamabad,Rahim Yar Khan,21:50:00,12:35:00,885,1.0,In-flight meal not included,10262
Pakistan International Airlines,2019-06-15,Islamabad,Rahim Yar Khan,19:15:00,12:35:00,1040,1.0,In-flight meal not included,10262
Shaheen Airline,2019-04-06,Lahore,Quetta,07:10:00,10:05:00,175,0.0,No Info,4823
Pakistan International Airlines,2019-03-18,Lahore,Peshawar,14:05:00,20:20:00,375,1.0,No Info,13555
Pakistan International Airlines,2019-05-18,Islamabad,Rahim Yar Khan,11:00:00,14:15:00,195,0.0,No Info,9564
AIR Blue,2019-05-12,Islamabad,Rahim Yar Khan,18:05:00,21:10:00,185,0.0,No Info,6304
Pakistan International Airlines,2019-05-06,Peshawar,Sukkur,07:05:00,08:30:00,85,0.0,No Info,8040
Pakistan International Airlines,2019-06-01,Islamabad,Rahim Yar Khan,17:30:00,04:25:00,655,1.0,No Info,14714
Shaheen Airline,2019-06-06,Islamabad,Rahim Yar Khan,07:30:00,21:00:00,810,1.0,No Info,6093
Pakistan International Airlines,2019-03-06,Lahore,Peshawar,05:45:00,18:25:00,760,1.0,No Info,16736
Pakistan International Airlines,2019-05-12,Peshawar,Sukkur,02:55:00,04:20:00,85,0.0,No Info,5678
Serene Air,2019-03-21,Islamabad,Rahim Yar Khan,10:20:00,01:35:00,915,1.0,No Info,7695
Pakistan International Airlines,2019-03-18,Peshawar,Sukkur,02:55:00,04:25:00,90,0.0,No Info,5678
AIR Blue,2019-06-15,Islamabad,Rahim Yar Khan,13:30:00,23:00:00,570,1.0,No Info,8907
AIR Blue,2019-03-01,Peshawar,Sukkur,15:00:00,16:25:00,85,0.0,No Info,6092
Serene Air,2019-03-21,Islamabad,Rahim Yar Khan,13:00:00,21:00:00,480,1.0,No Info,13062
Serene Air,2019-05-27,Islamabad,Rahim Yar Khan,07:10:00,22:30:00,920,1.0,No Info,7878
Serene Air,2019-06-03,Islamabad,Rahim Yar Khan,18:15:00,01:30:00,435,1.0,No Info,13377
Shaheen Airline,2019-04-12,Lahore,Quetta,08:30:00,11:20:00,170,0.0,No Info,4823
Shaheen Airline,2019-03-21,Peshawar,Sukkur,12:00:00,13:25:00,85,0.0,No Info,3342
Pakistan International Airlines,2019-05-21,Quetta,Lahore,17:00:00,10:55:00,1075,1.0,No Info,14151
Pakistan International Airlines,2019-03-21,Islamabad,Rahim Yar Khan,08:00:00,18:50:00,650,1.0,No Info,12767
AIR Blue,2019-03-24,Peshawar,Sukkur,19:30:00,20:45:00,75,0.0,No Info,2575
AIR Blue,2019-04-15,Lahore,Quetta,21:05:00,23:55:00,170,0.0,No Info,5228
Serene Air,2019-06-15,Islamabad,Rahim Yar Khan,07:30:00,19:15:00,705,1.0,No Info,8614
Pakistan International Airlines,2019-06-03,Lahore,Quetta,08:20:00,11:20:00,180,0.0,In-flight meal not included,5769
Pakistan International Airlines,2019-06-24,Islamabad,Rahim Yar Khan,14:00:00,19:00:00,300,1.0,In-flight meal not included,10262
AIR Blue,2019-03-03,Islamabad,Rahim Yar Khan,05:15:00,06:50:00,1535,1.0,No Info,12677
Shaheen Airline,2019-06-18,Lahore,Quetta,23:30:00,02:20:00,170,0.0,No Info,3943
Shaheen Airline,2019-03-09,Islamabad,Rahim Yar Khan,05:35:00,08:50:00,195,0.0,No Info,6885
Pakistan International Airlines,2019-03-12,Lahore,Peshawar,16:55:00,10:45:00,1070,1.0,No Info,13817
Pakistan International Airlines,2019-05-24,Quetta,Lahore,14:05:00,19:50:00,345,1.0,No Info,14571
Shaheen Airline,2019-04-01,Quetta,Lahore,17:35:00,22:15:00,280,1.0,No Info,5699
AIR Blue,2019-04-03,Lahore,Quetta,10:00:00,12:45:00,165,0.0,No Info,5176
Pakistan International Airlines,2019-05-12,Quetta,Lahore,21:10:00,04:40:00,450,1.0,No Info,13941
Shaheen Airline,2019-03-06,Islamabad,Rahim Yar Khan,02:00:00,07:45:00,345,1.0,No Info,8025
AIR Blue,2019-03-06,Lahore,Peshawar,12:00:00,23:25:00,685,3.0,No Info,14195
Pearl Air,2019-06-27,Islamabad,Rahim Yar Khan,06:00:00,09:10:00,190,0.0,No Info,6216
Pakistan International Airlines,2019-06-03,Islamabad,Rahim Yar Khan,19:45:00,19:00:00,1395,1.0,In-flight meal not included,10262
Pakistan International Airlines,2019-03-24,Quetta,Lahore,06:30:00,16:20:00,590,1.0,In-flight meal not included,8824
AIR Blue,2019-03-06,Islamabad,Rahim Yar Khan,06:05:00,09:25:00,1640,1.0,No Info,12677
Shaheen Airline,2019-03-06,Islamabad,Rahim Yar Khan,09:10:00,01:35:00,985,1.0,No Info,14871
Pakistan International Airlines,2019-06-15,Lahore,Quetta,08:20:00,11:20:00,180,0.0,No Info,8016
Askari Air lines,2019-05-18,Quetta,Lahore,15:05:00,20:20:00,315,1.0,No Info,4963
AIR Blue,2019-03-12,Peshawar,Sukkur,06:00:00,11:55:00,1795,2.0,No Info,12854
Pakistan International Airlines,2019-05-12,Lahore,Quetta,19:50:00,22:50:00,180,0.0,In-flight meal not included,3502
AIR Blue,2019-05-09,Islamabad,Rahim Yar Khan,07:00:00,19:15:00,735,1.0,No Info,8669
Pakistan International Airlines,2019-05-06,Lahore,Quetta,08:20:00,11:20:00,180,0.0,In-flight meal not included,4544
Pakistan International Airlines,2019-06-12,Islamabad,Rahim Yar Khan,09:35:00,04:25:00,1130,2.0,No Info,13292
Pakistan International Airlines,2019-03-06,Islamabad,Rahim Yar Khan,08:00:00,04:25:00,1225,1.0,In-flight meal not included,13843
Pakistan International Airlines,2019-06-06,Quetta,Lahore,18:55:00,12:00:00,1025,1.0,In-flight meal not included,10844
AIR Blue,2019-04-06,Islamabad,Rahim Yar Khan,06:10:00,23:00:00,1010,1.0,No Info,5022
Pakistan International Airlines,2019-05-06,Lahore,Quetta,07:10:00,10:10:00,180,0.0,No Info,7229
Shaheen Airline,2019-06-03,Islamabad,Rahim Yar Khan,17:10:00,01:30:00,500,1.0,No Info,6104
Shaheen Airline,2019-06-01,Islamabad,Rahim Yar Khan,09:15:00,21:00:00,705,1.0,No Info,7258
AIR Blue,2019-04-01,Quetta,Lahore,16:45:00,12:00:00,1155,2.0,No Info,9920
Shaheen Airline,2019-05-18,Islamabad,Rahim Yar Khan,05:05:00,16:10:00,665,1.0,No Info,6818
Pakistan International Airlines,2019-03-12,Lahore,Peshawar,18:55:00,19:10:00,1455,1.0,In-flight meal not included,11087
AIR Blue,2019-03-21,Islamabad,Rahim Yar Khan,14:10:00,17:10:00,180,0.0,No Info,5674
AIR Blue,2019-05-18,Quetta,Lahore,10:00:00,01:20:00,920,2.0,No Info,13243
Askari Air lines,2019-05-03,Lahore,Quetta,05:55:00,08:35:00,160,0.0,No Info,3625
AIR Blue,2019-03-18,Lahore,Peshawar,21:05:00,23:55:00,170,0.0,No Info,4441
Shaheen Airline,2019-05-01,Lahore,Quetta,18:55:00,21:50:00,175,0.0,No Info,4823
Pakistan International Airlines,2019-05-18,Peshawar,Sukkur,07:05:00,08:30:00,85,0.0,No Info,5678
Serene Air,2019-06-03,Islamabad,Rahim Yar Khan,13:00:00,21:00:00,480,1.0,No Info,7408
AIR Blue,2019-05-12,Quetta,Lahore,12:00:00,18:30:00,1830,2.0,No Info,10676
AIR Blue,2019-06-01,Islamabad,Rahim Yar Khan,13:30:00,23:00:00,570,1.0,No Info,8907
Shaheen Airline,2019-06-24,Faisalabad,Islamabad,11:35:00,14:00:00,145,0.0,No Info,3858
Askari Air lines,2019-05-09,Peshawar,Sukkur,13:15:00,14:45:00,90,0.0,No check-in baggage included,2175
Star Air Aviation,2019-05-18,Lahore,Quetta,20:55:00,23:40:00,165,0.0,No Info,4632
Serene Air,2019-06-15,Islamabad,Rahim Yar Khan,09:45:00,22:30:00,765,1.0,No Info,9646
Shaheen Airline,2019-03-09,Lahore,Peshawar,19:30:00,00:40:00,310,1.0,No Info,7280
AIR Blue,2019-06-24,Islamabad,Rahim Yar Khan,07:00:00,19:15:00,735,1.0,No Info,8879
Pakistan International Airlines,2019-03-06,Islamabad,Rahim Yar Khan,16:50:00,04:25:00,2135,2.0,No Info,19907
Pakistan International Airlines,2019-04-24,Lahore,Quetta,19:50:00,22:50:00,180,0.0,In-flight meal not included,4544
Shaheen Airline,2019-06-03,Islamabad,Rahim Yar Khan,02:00:00,07:45:00,345,1.0,No Info,6386
Serene Air,2019-06-09,Islamabad,Rahim Yar Khan,10:35:00,19:00:00,505,1.0,No Info,11098
Pakistan International Airlines,2019-05-01,Quetta,Lahore,08:25:00,20:45:00,740,1.0,No Info,14781
AIR Blue,2019-05-09,Quetta,Lahore,09:25:00,05:25:00,1200,2.0,No Info,14687
Pakistan International Airlines,2019-05-15,Quetta,Lahore,09:35:00,21:05:00,690,1.0,No Info,12121
Pakistan International Airlines,2019-03-01,Lahore,Peshawar,08:55:00,15:15:00,380,1.0,No Info,26890
Princely Jets,2019-06-03,Lahore,Quetta,04:55:00,07:45:00,170,0.0,No Info,4282
AIR Blue,2019-06-01,Quetta,Lahore,14:15:00,16:45:00,150,0.0,No Info,6245
Shaheen Airline,2019-06-09,Faisalabad,Islamabad,11:35:00,14:00:00,145,0.0,No Info,3858
Pearl Air,2019-05-09,Lahore,Quetta,17:00:00,19:35:00,155,0.0,No Info,4878
Pakistan International Airlines,2019-06-09,Islamabad,Rahim Yar Khan,06:45:00,12:35:00,1790,2.0,No Info,13376
Shaheen Airline,2019-06-12,Peshawar,Sukkur,20:05:00,21:40:00,95,0.0,No Info,2227
Pakistan International Airlines,2019-06-09,Quetta,Lahore,10:20:00,17:35:00,435,1.0,No Info,8355
Serene Air,2019-05-24,Islamabad,Rahim Yar Khan,14:55:00,22:30:00,455,1.0,No Info,7740
AIR Blue,2019-03-06,Islamabad,Rahim Yar Khan,04:00:00,07:40:00,1660,1.0,No Info,12940
Shaheen Airline,2019-06-01,Quetta,Lahore,20:20:00,22:55:00,155,0.0,No Info,4804
Princely Jets,2019-06-12,Quetta,Lahore,15:10:00,23:30:00,500,2.0,No Info,5192
Pakistan International Airlines,2019-05-21,Islamabad,Rahim Yar Khan,21:50:00,04:25:00,395,1.0,In-flight meal not included,12898
Serene Air,2019-06-03,Islamabad,Rahim Yar Khan,07:00:00,19:00:00,720,1.0,No Info,12402
AIR Blue,2019-05-09,Islamabad,Rahim Yar Khan,17:15:00,07:40:00,865,2.0,No Info,13039
Serene Air,2019-06-03,Islamabad,Rahim Yar Khan,11:25:00,19:15:00,470,1.0,No Info,7354
Pakistan International Airlines,2019-05-21,Quetta,Lahore,17:00:00,18:00:00,1500,1.0,No Info,14151
Pakistan International Airlines,2019-03-21,Lahore,Peshawar,21:25:00,11:25:00,840,1.0,In-flight meal not included,7832
Shaheen Airline,2019-06-06,Quetta,Lahore,14:25:00,16:55:00,150,0.0,No Info,4804
Star Air Aviation,2019-05-01,Islamabad,Rahim Yar Khan,07:25:00,13:35:00,370,1.0,No Info,5842
Askari Air lines,2019-06-09,Lahore,Quetta,09:30:00,12:20:00,170,0.0,No Info,4423
Pakistan International Airlines,2019-06-27,Islamabad,Rahim Yar Khan,09:40:00,12:35:00,1615,2.0,In-flight meal not included,11118
Askari Air lines,2019-03-24,Quetta,Lahore,15:55:00,21:15:00,320,1.0,No Info,10654
Shaheen Airline,2019-03-09,Islamabad,Rahim Yar Khan,20:30:00,01:35:00,305,1.0,No Info,6937
Serene Air,2019-06-06,Islamabad,Rahim Yar Khan,19:00:00,01:30:00,390,1.0,No Info,7530
Princely Jets,2019-04-21,Quetta,Lahore,22:50:00,01:20:00,150,0.0,No Info,5645
AIR Blue,2019-03-09,Islamabad,Rahim Yar Khan,18:30:00,19:15:00,1485,2.0,No Info,18211
Shaheen Airline,2019-03-12,Faisalabad,Islamabad,13:20:00,15:35:00,135,0.0,No Info,6297
Pearl Air,2019-04-27,Lahore,Quetta,07:00:00,09:40:00,160,0.0,No Info,5613
Star Air Aviation,2019-03-01,Lahore,Peshawar,20:55:00,23:50:00,175,0.0,No Info,18558
Shaheen Airline,2019-03-18,Quetta,Lahore,22:10:00,00:55:00,165,0.0,No Info,4148
AIR Blue,2019-03-24,Quetta,Lahore,09:25:00,18:30:00,545,1.0,No Info,10493
Pakistan International Airlines,2019-03-24,Quetta,Lahore,21:10:00,08:10:00,660,1.0,In-flight meal not included,11134
Pakistan International Airlines,2019-06-18,Peshawar,Sukkur,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995
Pakistan International Airlines,2019-05-21,Quetta,Lahore,06:30:00,16:20:00,590,1.0,In-flight meal not included,10844
Pakistan International Airlines,2019-03-18,Lahore,Peshawar,16:55:00,09:00:00,965,1.0,In-flight meal not included,11087
Pakistan International Airlines,2019-05-24,Quetta,Lahore,09:35:00,09:45:00,1450,1.0,No Info,13067
AIR Blue,2019-06-24,Islamabad,Rahim Yar Khan,20:15:00,19:15:00,1380,2.0,No Info,13381
AIR Blue,2019-03-01,Lahore,Peshawar,11:50:00,08:55:00,1265,1.0,1 Long layover,14594
Pakistan International Airlines,2019-05-06,Quetta,Lahore,14:05:00,12:00:00,1315,1.0,No Info,14388
Askari Air lines,2019-04-15,Quetta,Lahore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Pakistan International Airlines,2019-05-15,Quetta,Lahore,17:00:00,14:25:00,1285,1.0,In-flight meal not included,9314
AIR Blue,2019-06-21,Islamabad,Rahim Yar Khan,05:10:00,08:00:00,170,0.0,No Info,5201
AIR Blue,2019-05-01,Peshawar,Sukkur,19:30:00,20:45:00,75,0.0,No Info,3100
Pakistan International Airlines,2019-06-06,Islamabad,Rahim Yar Khan,19:45:00,04:25:00,520,1.0,In-flight meal not included,10262
AIR Blue,2019-03-18,Lahore,Peshawar,17:25:00,10:35:00,1030,2.0,No Info,12568
AIR Blue,2019-03-24,Quetta,Lahore,09:50:00,21:05:00,675,1.0,No Info,7795
Pakistan International Airlines,2019-03-21,Islamabad,Rahim Yar Khan,22:00:00,04:25:00,385,1.0,No Info,12242
Shaheen Airline,2019-06-21,Quetta,Lahore,14:25:00,16:55:00,150,0.0,No Info,5224
Pakistan International Airlines,2019-05-01,Lahore,Quetta,17:45:00,20:45:00,180,0.0,In-flight meal not included,4030
Shaheen Airline,2019-06-18,Faisalabad,Islamabad,14:45:00,17:05:00,140,0.0,No Info,3597
Star Air Aviation,2019-05-15,Islamabad,Rahim Yar Khan,07:00:00,12:55:00,355,1.0,No Info,7682
Serene Air,2019-06-09,Islamabad,Rahim Yar Khan,09:45:00,22:30:00,765,1.0,No Info,9646
Shaheen Airline,2019-03-06,Islamabad,Rahim Yar Khan,07:30:00,15:30:00,480,1.0,No Info,14871
Serene Air,2019-06-27,Islamabad,Rahim Yar Khan,10:00:00,19:15:00,555,1.0,No Info,14848
Shaheen Airline,2019-06-27,Islamabad,Rahim Yar Khan,10:35:00,01:30:00,895,1.0,No Info,5684
Princely Jets,2019-03-09,Quetta,Lahore,10:20:00,12:55:00,155,0.0,No Info,4384
Pearl Air,2019-03-27,Faisalabad,Islamabad,07:05:00,09:20:00,135,0.0,No Info,3739
Princely Jets,2019-03-01,Lahore,Peshawar,05:50:00,08:40:00,170,0.0,No Info,10715
Shaheen Airline,2019-03-09,Lahore,Peshawar,07:10:00,10:05:00,175,0.0,No Info,7303
Star Air Aviation,2019-03-27,Islamabad,Rahim Yar Khan,10:25:00,19:20:00,535,1.0,No Info,5281
Princely Jets,2019-03-15,Quetta,Lahore,10:20:00,12:55:00,155,0.0,No Info,4384
Askari Air lines,2019-06-06,Peshawar,Sukkur,05:45:00,07:15:00,90,0.0,No check-in baggage included,2647
Serene Air,2019-03-06,Islamabad,Rahim Yar Khan,13:00:00,01:35:00,755,1.0,In-flight meal not included,15136
Pakistan International Airlines,2019-06-09,Islamabad,Rahim Yar Khan,15:00:00,04:25:00,805,1.0,In-flight meal not included,10262
Star Air Aviation,2019-04-21,Islamabad,Rahim Yar Khan,07:00:00,12:55:00,355,1.0,No Info,6591
Serene Air,2019-05-21,Islamabad,Rahim Yar Khan,10:00:00,19:00:00,540,1.0,No Info,10197
Pearl Air,2019-06-01,Islamabad,Rahim Yar Khan,14:40:00,17:50:00,190,0.0,No Info,6741
AIR Blue,2019-03-01,Lahore,Peshawar,08:50:00,10:35:00,1545,2.0,No Info,31783
Pakistan International Airlines,2019-04-15,Islamabad,Rahim Yar Khan,11:00:00,14:15:00,195,0.0,In-flight meal not included,5443
Serene Air,2019-03-27,Islamabad,Rahim Yar Khan,11:40:00,19:15:00,455,1.0,No Info,6953
Pakistan International Airlines,2019-03-24,Quetta,Lahore,18:55:00,18:10:00,1395,1.0,No Info,14231
Pearl Air,2019-05-15,Quetta,Lahore,07:10:00,18:50:00,700,1.0,No Info,9345
Pakistan International Airlines,2019-03-06,Islamabad,Rahim Yar Khan,07:05:00,04:25:00,1280,1.0,No Info,17234
Pakistan International Airlines,2019-06-15,Peshawar,Sukkur,02:55:00,04:20:00,85,0.0,No Info,5678
Pakistan International Airlines,2019-04-06,Lahore,Quetta,11:10:00,14:05:00,175,0.0,No Info,7229
AIR Blue,2019-03-06,Islamabad,Rahim Yar Khan,05:55:00,19:15:00,800,2.0,No Info,13748
Serene Air,2019-06-15,Islamabad,Rahim Yar Khan,10:20:00,19:15:00,535,1.0,No Info,9526
Pakistan International Airlines,2019-03-09,Islamabad,Rahim Yar Khan,08:00:00,04:25:00,1225,1.0,No Info,17549
Pearl Air,2019-05-15,Quetta,Lahore,07:10:00,20:20:00,790,1.0,No Info,8610
Shaheen Airline,2019-06-09,Islamabad,Rahim Yar Khan,09:15:00,21:00:00,705,1.0,No Info,6838
Pakistan International Airlines,2019-05-21,Quetta,Lahore,06:30:00,12:00:00,330,1.0,In-flight meal not included,9663
Serene Air,2019-06-01,Islamabad,Rahim Yar Khan,13:00:00,21:00:00,480,1.0,No Info,7933
Pakistan International Airlines,2019-03-21,Islamabad,Rahim Yar Khan,17:30:00,18:50:00,1520,1.0,In-flight meal not included,5963
Pakistan International Airlines,2019-06-24,Islamabad,Rahim Yar Khan,15:00:00,04:25:00,805,1.0,In-flight meal not included,10262
Shaheen Airline,2019-03-27,Quetta,Lahore,09:35:00,12:20:00,165,0.0,No Info,4148
Pakistan International Airlines,2019-03-12,Lahore,Peshawar,20:35:00,12:25:00,950,1.0,In-flight meal not included,11087
Pakistan International Airlines,2019-05-21,Peshawar,Sukkur,19:35:00,21:05:00,90,0.0,In-flight meal not included,3210
AIR Blue,2019-03-12,Peshawar,Sukkur,19:40:00,09:10:00,810,1.0,No Info,10208
Pakistan International Airlines,2019-04-03,Lahore,Quetta,11:10:00,14:05:00,175,0.0,No Info,7229
Pakistan International Airlines,2019-05-27,Lahore,Quetta,15:15:00,18:10:00,175,0.0,In-flight meal not included,3502
Shaheen Airline,2019-06-06,Quetta,Lahore,19:35:00,23:15:00,220,1.0,No Info,6116
AIR Blue,2019-03-18,Lahore,Peshawar,13:20:00,16:10:00,170,0.0,No Info,4441
AIR Blue,2019-03-21,Islamabad,Rahim Yar Khan,12:55:00,19:15:00,1820,2.0,No Info,11228
Pakistan International Airlines,2019-06-15,Islamabad,Rahim Yar Khan,11:00:00,14:15:00,195,0.0,No Info,9564
Pakistan International Airlines,2019-05-18,Quetta,Lahore,16:30:00,18:15:00,1545,1.0,In-flight meal not included,10844
AIR Blue,2019-05-27,Islamabad,Rahim Yar Khan,10:55:00,19:15:00,500,2.0,No Info,13223
Pakistan International Airlines,2019-06-09,Islamabad,Rahim Yar Khan,15:00:00,12:35:00,1295,1.0,In-flight meal not included,10262
Serene Air,2019-03-27,Islamabad,Rahim Yar Khan,14:35:00,22:20:00,465,1.0,In-flight meal not included,5883
Pakistan International Airlines,2019-05-18,Islamabad,Rahim Yar Khan,10:00:00,04:25:00,1105,1.0,In-flight meal not included,12373
Pakistan International Airlines,2019-05-12,Quetta,Lahore,09:35:00,14:25:00,1730,1.0,No Info,13067
AIR Blue,2019-06-09,Quetta,Lahore,05:50:00,08:55:00,1625,2.0,No Info,12723
Pakistan International Airlines,2019-05-27,Islamabad,Rahim Yar Khan,20:00:00,04:25:00,505,2.0,In-flight meal not included,15318
Pakistan International Airlines,2019-05-21,Islamabad,Rahim Yar Khan,18:15:00,19:00:00,1485,1.0,No Info,16079
Shaheen Airline,2019-04-15,Lahore,Quetta,08:30:00,11:20:00,170,0.0,No Info,4823
AIR Blue,2019-06-03,Islamabad,Rahim Yar Khan,10:00:00,19:15:00,555,1.0,No Info,10979
Pakistan International Airlines,2019-03-06,Islamabad,Rahim Yar Khan,23:05:00,04:25:00,320,1.0,No Info,15764
Pakistan International Airlines,2019-06-24,Islamabad,Rahim Yar Khan,02:15:00,19:00:00,1005,1.0,In-flight meal not included,10262
Pakistan International Airlines,2019-04-01,Islamabad,Rahim Yar Khan,16:00:00,12:35:00,1235,1.0,In-flight meal not included,5406
Pakistan International Airlines,2019-03-06,Islamabad,Rahim Yar Khan,09:00:00,18:50:00,590,1.0,In-flight meal not included,15400
Pakistan International Airlines,2019-03-27,Islamabad,Rahim Yar Khan,05:25:00,18:50:00,805,2.0,In-flight meal not included,9254
Pakistan International Airlines,2019-06-09,Quetta,Lahore,09:35:00,21:05:00,690,1.0,No Info,14676
Pakistan International Airlines,2019-05-21,Quetta,Lahore,21:10:00,22:35:00,1525,1.0,In-flight meal not included,10844
Serene Air,2019-03-21,Islamabad,Rahim Yar Khan,10:45:00,19:15:00,510,1.0,No Info,7154
Pakistan International Airlines,2019-05-01,Quetta,Lahore,17:00:00,23:35:00,395,1.0,No Info,13067
AIR Blue,2019-03-24,Quetta,Lahore,20:30:00,23:15:00,1605,1.0,No Info,10808
AIR Blue,2019-05-09,Islamabad,Rahim Yar Khan,12:30:00,09:25:00,1255,1.0,No Info,7480
Askari Air lines,2019-04-09,Lahore,Quetta,09:30:00,12:20:00,170,0.0,No Info,4423
